Player 1.6 0 968.8 0.00 180.00 0.00
WarpNext 1.6 0 999.6 0.00 275.08 0.00
Healing -423.7 15 195.2 0.00 88.89 0.00
Healing -446.9 15 874.9 0.00 179.15 0.00
WarpBack 0 0 -8.1 0.00 0.00 0.00
Lizard 82 0 582 0.00 266.51 0.00
Lizard 64 0 510 0.00 219.05 0.00
HealStone 130 10 550 0.00 179.15 0.00
IceStone 350 10 980 0.00 179.15 0.00
RockStone -448 10 757 0.00 179.15 0.00
Lizard 388 0 960.0001 0.00 219.05 0.00
Lizard 320 0 902.0001 0.00 154.99 0.00
Golem -73 0 238 0.00 142.04 0.00
Golem -341 0 253 0.00 359.19 0.00
Golem -388 0 603 0.00 228.51 0.00
Golem -353 0 509 0.00 314.10 0.00
Golem -265 0 596 0.00 82.06 0.00
Lizard -359 0 754 0.00 126.53 0.00
Golem 395 0 812 0.00 242.13 0.00
Golem -6 0 812 0.00 242.13 0.00
Golem 350 0 213 0.00 264.98 0.00
Golem -212 0 549 0.00 264.98 0.00
Golem -206 0 205 0.00 86.74 0.00
Golem -348 0 843.9999 0.00 242.13 0.00
Golem 104 0 706 0.00 242.13 0.00
Golem 315 0 814.9999 0.00 242.13 0.00
Lizard 260 0 357 0.00 154.12 0.00
Lizard 346.9 0 702.6 0.00 154.12 0.00
