Player 0 0 0 0.00 1.97 0.00
Golem -72 0 554.9 0.00 178.54 0.00
Golem -106 0 268 0.00 178.54 0.00
Golem 144 0 234 0.00 178.54 0.00
Lizard 445 0 301 0.00 178.54 0.00
Golem -260 0 160 0.00 178.54 0.00
Golem -481 0 189 0.00 178.54 0.00
Golem -425 0 144 0.00 84.39 0.00
Golem -376 0 376 0.00 178.54 0.00
Lizard 193 0 542 0.00 178.54 0.00
Lizard -130 0 856.0001 0.00 178.54 0.00
Lizard 270 0 1149 0.00 178.54 0.00
Lizard 335 0 1190 0.00 178.54 0.00
Golem -247 0 537 0.00 271.64 0.00
Golem -532 0 545 0.00 94.21 0.00
Golem -754 0 684 0.00 173.27 0.00
Golem -736 0 1030 0.00 173.27 0.00
Golem -668 0 947.9999 0.00 173.27 0.00
Lizard -755 0 550 0.00 57.32 0.00
Golem -467 0 1065 0.00 269.17 0.00
Golem -209 0 1057 0.00 177.29 0.00
Golem 23 0 1062 0.00 269.31 0.00
Golem 257 0 1222 0.00 181.30 0.00
Golem 310 0 1335 0.00 181.30 0.00
Golem 259 0 1403 0.00 181.30 0.00
Lizard 315 0 1481 0.00 178.54 0.00
Lizard -254 0 1348 0.00 178.54 0.00
Lizard 520 0 782 0.00 178.54 0.00
